cluster_id,lat,lon,cen_row_px,cen_col_px,mean_pri,min_pri,pixel_count,radius_px,radius_m,severity,exceeds_radius_gate,mean_in_window,index
6,43.7826567,-79.4662291,263,140,-0.0267,-0.1944,246,134.5,5.5,MODERATE,True,True,PRI
