cluster_id,lat,lon,cen_row_px,cen_col_px,mean_pri,min_pri,pixel_count,radius_px,radius_m,severity,exceeds_radius_gate,mean_in_window,index
8,43.7826386,-79.4662101,325,149,-0.029,-0.198,217,104.2,4.26,MODERATE,True,True,PRI
