cluster_id,lat,lon,cen_row_px,cen_col_px,mean_pri,min_pri,pixel_count,radius_px,radius_m,severity,exceeds_radius_gate,mean_in_window,index
9,43.7826364,-79.4661723,367,211,-0.0125,-0.1991,401,100.2,4.1,MODERATE,True,True,PRI
