cluster_id,lat,lon,cen_row_px,cen_col_px,mean_pri,min_pri,pixel_count,radius_px,radius_m,severity,exceeds_radius_gate,mean_in_window,index
7,43.7826367,-79.4661892,350,182,-0.0304,-0.1997,180,107.3,4.39,MODERATE,True,True,PRI
