cluster_id,lat,lon,cen_row_px,cen_col_px,mean_pri,min_pri,pixel_count,radius_px,radius_m,severity,exceeds_radius_gate,mean_in_window,index
7,43.7826395,-79.4662088,324,152,-0.0268,-0.1927,226,107.9,4.41,MODERATE,True,True,PRI
