cluster_id,lat,lon,cen_row_px,cen_col_px,mean_pri,min_pri,pixel_count,radius_px,radius_m,severity,exceeds_radius_gate,mean_in_window,index
9,43.7826392,-79.4662049,328,158,-0.0285,-0.1995,183,103.7,4.24,MODERATE,True,True,PRI
