cluster_id,lat,lon,cen_row_px,cen_col_px,mean_pri,min_pri,pixel_count,radius_px,radius_m,severity,exceeds_radius_gate,mean_in_window,index
9,43.7826583,-79.4662309,258,139,-0.0304,-0.1937,225,137.7,5.63,MODERATE,True,True,PRI
