cluster_id,lat,lon,cen_row_px,cen_col_px,mean_pri,min_pri,pixel_count,radius_px,radius_m,severity,exceeds_radius_gate,mean_in_window,index
7,43.7826339,-79.4661644,380,221,-0.0023,-0.1997,607,98.6,4.04,MODERATE,True,True,PRI
