cluster_id,lat,lon,cen_row_px,cen_col_px,mean_pri,min_pri,pixel_count,radius_px,radius_m,severity,exceeds_radius_gate,mean_in_window,index
9,43.7826554,-79.4662265,269,143,-0.0253,-0.1964,194,133.4,5.46,MODERATE,True,True,PRI
