cluster_id,lat,lon,cen_row_px,cen_col_px,mean_pri,min_pri,pixel_count,radius_px,radius_m,severity,exceeds_radius_gate,mean_in_window,index
9,43.7826407,-79.4662121,317,148,-0.0318,-0.1994,192,106.2,4.35,MODERATE,True,True,PRI
